"","","","","Total","Total","",""
"","#Sites","Total","","Regional","Regional","","Compared"
"Summaryfor","reporting","Sites","","ILI","Patients","%ILI","to State2"
"Hamilton County(Chattanooga)","4","4",".","0","719","0.0%","lower"
"East TennesseeRegion","6","7",".","64","2604","2.5%","higher"
"Jackson-MadisonCounty","1","1",".","23","772","3.0%","higher"
"Knoxville-KnoxCounty","3","3",".","23","1593","1.4%",""
"Mid-Cumberland Region","7","15",".","4","1117","0.4%","lower"
"ShelbyCounty(Memphis)","1","11",".","1","125","0.8%",""
"Nashville-DavidsonCounty","3","10",".","8","913","0.9%",""
"Northeast Region","3","5",".","1","263","0.4%",""
"South CentralRegion","3","3",".","0","237","0.0%",""
"Southeast Region","2","5",".","0","370","0.0%","lower"
"Sullivan County(Tri-Cities)","1","1",".","0","377","0.0%","lower"
"UpperCumberlandRegion","4","4",".","1","645","0.2%","lower"
"West TennesseeRegion","6","6",".","1","329","0.3%",""
"Stateof Tennessee","44","75",".","126","10064","1.25%",""
