Total,6.320.446,796,621,531,387,263,127,124,104,126,185,141,68,3.473
LocaldeResidênciaIgnorado**,0,53,33,36,12,20,5,2,3,1,9,5,7,186
ÁreaProgramática1.0,297.976,56,62,32,34,19,9,13,6,5,16,5,1,258
IPortuária,48.664,4,14,5,7,6,1,2,1,0,4,0,1,45
Saúde,2.749,0,2,0,0,0,0,0,0,0,0,0,0,2
Gamboa,13.108,0,1,2,3,5,1,1,0,0,0,0,0,13
SantoCristo,12.330,0,4,2,0,0,0,0,1,0,3,0,0,10
Caju,20.477,4,7,1,4,1,0,1,0,0,1,0,1,20
IICentro,41.142,6,9,4,7,1,2,1,1,1,1,1,0,34
Centro,41.142,6,9,4,7,1,2,1,1,1,1,1,0,34
IIIRioComprido,78.975,30,22,17,7,2,3,2,2,3,5,1,0,94
Catumbi,12.556,5,7,6,2,0,0,0,1,0,0,1,0,22
RioComprido,43.764,17,7,11,2,2,3,1,1,2,2,0,0,48
CidadeNova,5.466,1,4,0,1,0,0,0,0,0,0,0,0,6
Estácio,17.189,7,4,0,2,0,0,1,0,1,3,0,0,18
VIISãoCristóvão,84.908,10,11,2,6,4,1,4,1,1,2,0,0,42
SãoCristóvão,26.510,4,6,2,3,2,1,4,1,0,1,0,0,24
Mangueira,17.835,1,2,0,0,0,0,0,0,0,0,0,0,3
Benfica,25.081,5,3,0,3,2,0,0,0,1,1,0,0,15
VascodaGama***,15.482,0,0,0,0,0,0,0,0,0,0,0,0,0
XXIPaquetá,3.361,0,1,0,0,0,0,0,0,0,0,1,0,2
Paquetá,3.361,0,1,0,0,0,0,0,0,0,0,1,0,2
XXIIISantaTeresa,40.926,6,5,4,7,6,2,4,1,0,4,2,0,41
SantaTeresa,40.926,6,5,4,7,6,2,4,1,0,4,2,0,41
ÁreaProgramática2.1,638.050,57,53,45,36,13,7,15,11,9,10,10,5,271
IVBotafogo,239.729,11,14,17,12,2,3,5,6,5,5,2,4,86
Flamengo,50.043,2,1,4,0,1,0,1,1,1,1,0,1,13
Glória,9.661,1,3,2,1,0,1,0,1,0,0,0,0,9
Laranjeiras,45.554,0,2,1,0,0,0,0,0,0,2,1,1,7
Catete,24.057,2,1,2,0,1,0,0,1,1,1,0,1,10
CosmeVelho,7.178,0,1,3,0,0,0,0,0,0,0,0,0,4
Botafogo,82.890,6,4,2,9,0,2,2,3,2,1,1,1,33
Humaitá,13.285,0,1,3,2,0,0,1,0,0,0,0,0,7
Urca,7.061,0,1,0,0,0,0,1,0,1,0,0,0,3
VCopacabana,161.191,15,14,8,9,2,0,5,1,1,5,4,0,64
Leme,14.799,2,0,0,1,0,0,0,1,0,0,0,0,4
Copacabana,146.392,13,14,8,8,2,0,5,0,1,5,4,0,60
VILagoa,167.774,11,6,10,8,2,1,4,3,1,0,2,1,49
Ipanema,42.743,4,1,2,1,0,0,2,1,0,0,0,0,11
Leblon,46.044,1,0,2,0,1,0,0,0,0,0,1,0,5
Lagoa,21.198,1,0,0,2,0,0,1,0,0,0,0,0,4
JardimBotânico,18.009,0,1,0,0,0,0,0,0,0,0,0,0,1
Gávea,16.003,0,2,3,0,0,1,0,0,0,0,0,1,7
Vidigal,12.797,5,2,2,5,1,0,0,2,1,0,1,0,19
SãoConrado,10.980,0,0,1,0,0,0,1,0,0,0,0,0,2
XXVIIRocinha,69.356,20,19,10,7,7,3,1,1,2,0,2,0,72
Rocinha,69.356,20,19,10,7,7,3,1,1,2,0,2,0,72
ÁreaProgramática2.2,371.120,20,14,9,7,4,3,7,6,3,3,4,1,81
VIIITijuca,181.810,6,6,3,0,3,1,4,3,1,0,2,1,30
PraçadaBandeira,8.662,0,1,0,0,0,0,1,0,0,0,1,0,3
Tijuca,163.805,5,5,3,0,3,1,3,3,1,0,1,1,26
AltodaBoaVista,9.343,1,0,0,0,0,0,0,0,0,0,0,0,1
IXVilaIsabel,189.310,14,8,6,7,1,2,3,3,2,3,2,0,51
Maracanã,25.256,2,0,0,0,0,0,1,0,1,1,0,0,5
VilaIsabel,86.018,10,6,3,6,1,0,2,3,0,1,2,0,34
Andaraí,39.365,2,2,3,1,0,1,0,0,0,1,0,0,10
