Hamilton County (Chattanooga),4,4,9,794,1.1% lower
East Tennessee Region,6,7,97,2085,4.7% higher
Jackson-Madison County,1,1,13,526,2.5%
Knoxville-Knox County,4,4,17,1734,1.0% lower
Mid-Cumberland Region,7,10,5,482,1.0% lower
Shelby County (Memphis),7,10,113,1596,7.1% higher
Nashville-Davidson County,4,6,14,415,3.4%
Northeast Region,1,3,1,65,1.5%
South Central Region,3,3,0,191,0.0% lower
Southeast Region,5,5,8,577,1.4% lower
Sullivan County (Tri-Cities),1,2,0,381,0.0% lower
Upper Cumberland Region,3,4,0,368,0.0% lower
West Tennessee Region,6,6,2,388,0.5% lower
